time,x,v,KE,PE
2.023e-07,0.0378463,-1.54926e+06,6.82333,1.37439
2.024e-07,0.0376917,-1.54539e+06,6.7893,1.40939
2.025e-07,0.0375376,-1.54147e+06,6.75493,1.4443
2.026e-07,0.0373838,-1.53751e+06,6.72021,1.47912
2.027e-07,0.0372305,-1.53349e+06,6.68516,1.51385
2.028e-07,0.0370775,-1.52943e+06,6.64977,1.54849
2.029e-07,0.036925,-1.52532e+06,6.61405,1.58304
2.03e-07,0.0367729,-1.52115e+06,6.57801,1.61749
2.031e-07,0.0366212,-1.51694e+06,6.54166,1.65185
2.032e-07,0.0364699,-1.51269e+06,6.50498,1.68612
2.033e-07,0.0363191,-1.50838e+06,6.468,1.72028
2.034e-07,0.0361687,-1.50403e+06,6.43071,1.75435
2.035e-07,0.0360187,-1.49962e+06,6.39313,1.78832
2.036e-07,0.0358692,-1.49517e+06,6.35524,1.82219
2.037e-07,0.0357201,-1.49068e+06,6.31707,1.85596
2.038e-07,0.0355715,-1.48613e+06,6.27861,1.88962
2.039e-07,0.0354234,-1.48154e+06,6.23987,1.92319
2.04e-07,0.0352757,-1.4769e+06,6.20085,1.95665
2.041e-07,0.0351284,-1.47221e+06,6.16156,1.99
2.042e-07,0.0349817,-1.46748e+06,6.12201,2.02324
2.043e-07,0.0348354,-1.4627e+06,6.0822,2.06466
2.044e-07,0.0346896,-1.45788e+06,6.04212,2.1109
2.045e-07,0.0345443,-1.453e+06,6.0018,2.15699
2.046e-07,0.0343995,-1.44808e+06,5.96124,2.20292
2.047e-07,0.0342552,-1.44312e+06,5.92043,2.2487
2.048e-07,0.0341114,-1.43811e+06,5.87938,2.29432
2.049e-07,0.0339681,-1.43305e+06,5.83811,2.33978
2.05e-07,0.0338253,-1.42795e+06,5.79661,2.38508
2.051e-07,0.033683,-1.4228e+06,5.75489,2.43021
2.052e-07,0.0335413,-1.41761e+06,5.71296,2.47518
2.053e-07,0.0334,-1.41237e+06,5.67082,2.51999
2.054e-07,0.0332593,-1.40709e+06,5.62847,2.56463
2.055e-07,0.0331191,-1.40176e+06,5.58593,2.60911
2.056e-07,0.0329795,-1.39639e+06,5.54319,2.65341
2.057e-07,0.0328404,-1.39097e+06,5.50027,2.69754
2.058e-07,0.0327019,-1.38551e+06,5.45716,2.7415
2.059e-07,0.0325639,-1.38e+06,5.41388,2.78529
2.06e-07,0.0324264,-1.37445e+06,5.37043,2.8289
2.061e-07,0.0322895,-1.36886e+06,5.32681,2.87234
2.062e-07,0.0321532,-1.36322e+06,5.28303,2.9156
2.063e-07,0.0320175,-1.35754e+06,5.2391,2.95867
2.064e-07,0.0318823,-1.35182e+06,5.19502,3.00157
2.065e-07,0.0317477,-1.34606e+06,5.1508,3.04429
2.066e-07,0.0316136,-1.34025e+06,5.10643,3.08682
2.067e-07,0.0314802,-1.33439e+06,5.06194,3.12917
2.068e-07,0.0313474,-1.3285e+06,5.01732,3.17133
2.069e-07,0.0312151,-1.32256e+06,4.97258,3.21331
2.07e-07,0.0310834,-1.31659e+06,4.92773,3.25509
2.071e-07,0.0309524,-1.31057e+06,4.88276,3.29669
2.072e-07,0.0308219,-1.3045e+06,4.8377,3.33809
2.073e-07,0.0306921,-1.2984e+06,4.79253,3.37931
2.074e-07,0.0305629,-1.29225e+06,4.74728,3.42033
2.075e-07,0.0304343,-1.28607e+06,4.70194,3.46115
2.076e-07,0.0303063,-1.27984e+06,4.65651,3.50178
2.077e-07,0.0301789,-1.27357e+06,4.61102,3.5422
2.078e-07,0.0300522,-1.26727e+06,4.56545,3.58243
2.079e-07,0.0299261,-1.26092e+06,4.51982,3.62345
2.08e-07,0.0298006,-1.25453e+06,4.47414,3.67465
2.081e-07,0.0296758,-1.2481e+06,4.4284,3.7256
2.082e-07,0.0295517,-1.24163e+06,4.38262,3.77628
2.083e-07,0.0294282,-1.23512e+06,4.3368,3.8267
2.084e-07,0.0293053,-1.22858e+06,4.29094,3.87685
2.085e-07,0.0291831,-1.22199e+06,4.24506,3.92674
2.086e-07,0.0290616,-1.21536e+06,4.19915,3.97636
2.087e-07,0.0289407,-1.2087e+06,4.15323,4.02571
2.088e-07,0.0288205,-1.202e+06,4.1073,4.07478
2.089e-07,0.028701,-1.19526e+06,4.06136,4.12358
2.09e-07,0.0285821,-1.18848e+06,4.01543,4.17211
2.091e-07,0.028464,-1.18166e+06,3.9695,4.22036
2.092e-07,0.0283465,-1.17481e+06,3.92358,4.26833
2.093e-07,0.0282297,-1.16792e+06,3.87768,4.31602
2.094e-07,0.0281136,-1.16099e+06,3.83181,4.36343
2.095e-07,0.0279982,-1.15402e+06,3.78597,4.41055
2.096e-07,0.0278835,-1.14702e+06,3.74017,4.4574
2.097e-07,0.0277695,-1.13998e+06,3.6944,4.50395
2.098e-07,0.0276562,-1.13291e+06,3.64869,4.55022
2.099e-07,0.0275436,-1.1258e+06,3.60303,4.5962
2.1e-07,0.0274317,-1.11865e+06,3.55742,4.64189
2.101e-07,0.0273206,-1.11147e+06,3.51189,4.68729
2.102e-07,0.0272102,-1.10425e+06,3.46642,4.7324
2.103e-07,0.0271005,-1.09699e+06,3.42104,4.77721
2.104e-07,0.0269915,-1.08971e+06,3.37573,4.82172
2.105e-07,0.0268833,-1.08238e+06,3.33051,4.86594
2.106e-07,0.0267758,-1.07503e+06,3.28539,4.90986
2.107e-07,0.026669,-1.06764e+06,3.24037,4.95348
2.108e-07,0.026563,-1.06021e+06,3.19545,4.99679
2.109e-07,0.0264577,-1.05275e+06,3.15065,5.03981
2.11e-07,0.0263532,-1.04526e+06,3.10596,5.08251
2.111e-07,0.0262494,-1.03773e+06,3.0614,5.12492
2.112e-07,0.0261464,-1.03017e+06,3.01696,5.16701
2.113e-07,0.0260441,-1.02258e+06,2.97266,5.2088
2.114e-07,0.0259426,-1.01496e+06,2.9285,5.25028
2.115e-07,0.0258419,-1.0073e+06,2.88448,5.29145
2.116e-07,0.0257419,-999613,2.84061,5.3323
2.117e-07,0.0256428,-991892,2.7969,5.37284
2.118e-07,0.0255443,-984140,2.75336,5.41307
2.119e-07,0.0254467,-976357,2.70998,5.45298
2.12e-07,0.0253499,-968543,2.66677,5.49257
2.121e-07,0.0252538,-960698,2.62375,5.53185
2.122e-07,0.0251585,-952822,2.5809,5.5708
2.123e-07,0.025064,-944916,2.53825,5.60943
2.124e-07,0.0249703,-936980,2.49579,5.64774
2.125e-07,0.0248774,-929014,2.45354,5.69262
2.126e-07,0.0247853,-921018,2.41149,5.73865
2.127e-07,0.024694,-912993,2.36965,5.78428
2.128e-07,0.0246035,-904939,2.32802,5.82951
2.129e-07,0.0245138,-896857,2.28662,5.87434
2.13e-07,0.024425,-888745,2.24545,5.91877
2.131e-07,0.0243369,-880606,2.20451,5.96279
2.132e-07,0.0242496,-872438,2.1638,6.00641
2.133e-07,0.0241632,-864243,2.12334,6.04962
2.134e-07,0.0240776,-856020,2.08313,6.09242
2.135e-07,0.0239928,-847770,2.04317,6.13481
2.136e-07,0.0239089,-839493,2.00347,6.17679
2.137e-07,0.0238258,-831189,1.96403,6.21836
2.138e-07,0.0237435,-822859,1.92486,6.25951
2.139e-07,0.023662,-814503,1.88596,6.30025
2.14e-07,0.0235814,-806120,1.84735,6.34057
2.141e-07,0.0235017,-797712,1.80901,6.38048
2.142e-07,0.0234227,-789279,1.77096,6.41996
2.143e-07,0.0233446,-780820,1.73321,6.45903
2.144e-07,0.0232674,-772337,1.69575,6.49767
2.145e-07,0.023191,-763829,1.6586,6.53589
2.146e-07,0.0231155,-755297,1.62175,6.57369
2.147e-07,0.0230408,-746741,1.58521,6.61106
2.148e-07,0.022967,-738160,1.549,6.64801
2.149e-07,0.0228941,-729557,1.5131,6.68453
2.15e-07,0.022822,-720930,1.47753,6.72062
2.151e-07,0.0227507,-712280,1.44228,6.75628
2.152e-07,0.0226804,-703608,1.40738,6.7915
2.153e-07,0.0226109,-694913,1.37281,6.8263
2.154e-07,0.0225423,-686196,1.33858,6.86066
2.155e-07,0.0224745,-677458,1.30471,6.89459
2.156e-07,0.0224076,-668697,1.27118,6.92809
2.157e-07,0.0223417,-659916,1.23801,6.96114
2.158e-07,0.0222765,-651113,1.20521,6.99376
2.159e-07,0.0222123,-642290,1.17276,7.02594
2.16e-07,0.022149,-633446,1.14069,7.05768
2.161e-07,0.0220865,-624582,1.10899,7.08899
2.162e-07,0.0220249,-615699,1.07767,7.11984
2.163e-07,0.0219643,-606795,1.04673,7.15026
2.164e-07,0.0219045,-597873,1.01617,7.18023
2.165e-07,0.0218456,-588931,0.986001,7.20976
2.166e-07,0.0217876,-579970,0.956225,7.23885
2.167e-07,0.0217305,-570992,0.926847,7.26748
2.168e-07,0.0216743,-561994,0.897868,7.29567
2.169e-07,0.021619,-552980,0.869294,7.32341
2.17e-07,0.0215646,-543947,0.841127,7.35071
2.171e-07,0.0215111,-534897,0.813372,7.37755
2.172e-07,0.0214585,-525830,0.786031,7.40394
2.173e-07,0.0214068,-516747,0.759108,7.42988
2.174e-07,0.0213561,-507646,0.732607,7.45537
2.175e-07,0.0213062,-498530,0.706532,7.4804
2.176e-07,0.0212573,-489398,0.680884,7.50498
2.177e-07,0.0212093,-480250,0.655668,7.52911
2.178e-07,0.0211622,-471088,0.630887,7.55278
2.179e-07,0.021116,-461910,0.606544,7.57599
2.18e-07,0.0210707,-452717,0.582642,7.59875
2.181e-07,0.0210263,-443510,0.559184,7.62105
2.182e-07,0.0209829,-434289,0.536174,7.64289
2.183e-07,0.0209404,-425054,0.513613,7.66427
2.184e-07,0.0208988,-415805,0.491505,7.68519
2.185e-07,0.0208582,-406543,0.469853,7.70565
2.186e-07,0.0208184,-397269,0.44866,7.72565
2.187e-07,0.0207796,-387981,0.427927,7.74519
2.188e-07,0.0207418,-378682,0.407659,7.76426
2.189e-07,0.0207048,-369370,0.387857,7.78288
2.19e-07,0.0206688,-360046,0.368524,7.80102
2.191e-07,0.0206338,-350711,0.349662,7.81871
2.192e-07,0.0205996,-341365,0.331274,7.83593
2.193e-07,0.0205664,-332008,0.313362,7.85268
2.194e-07,0.0205342,-322641,0.295929,7.86897
2.195e-07,0.0205028,-313263,0.278976,7.88479
2.196e-07,0.0204725,-303875,0.262506,7.90015
2.197e-07,0.020443,-294478,0.246521,7.91503
2.198e-07,0.0204145,-285071,0.231022,7.92945
2.199e-07,0.0203869,-275655,0.216013,7.94341
2.2e-07,0.0203603,-266230,0.201495,7.95689
2.201e-07,0.0203346,-256797,0.187469,7.9699
2.202e-07,0.0203099,-247356,0.173937,7.98245
2.203e-07,0.0202861,-237907,0.160902,7.99452
2.204e-07,0.0202633,-228450,0.148365,8.00612
2.205e-07,0.0202414,-218986,0.136327,8.01725
2.206e-07,0.0202204,-209515,0.124789,8.02792
2.207e-07,0.0202004,-200037,0.113755,8.03811
2.208e-07,0.0201813,-190553,0.103224,8.04782
2.209e-07,0.0201632,-181063,0.0931983,8.05707
2.21e-07,0.0201461,-171567,0.083679,8.06584
2.211e-07,0.0201299,-162066,0.0746674,8.07415
2.212e-07,0.0201146,-152559,0.0661646,8.08197
2.213e-07,0.0201003,-143048,0.0581717,8.08933
2.214e-07,0.020087,-133532,0.0506897,8.09621
2.215e-07,0.0200746,-124012,0.0437195,8.10262
2.216e-07,0.0200631,-114488,0.0372621,8.10855
2.217e-07,0.0200526,-104960,0.0313182,8.11401
2.218e-07,0.0200431,-95429,0.0258886,8.119
2.219e-07,0.0200345,-85894.9,0.0209741,8.12351
2.22e-07,0.0200269,-76358,0.0165752,8.12755
2.221e-07,0.0200202,-66818.8,0.0126925,8.13111
2.222e-07,0.0200144,-57277.4,0.00932641,8.1342
2.223e-07,0.0200097,-47734.1,0.00647749,8.13681
2.224e-07,0.0200058,-38189.4,0.00414604,8.13895
2.225e-07,0.020003,-28643.4,0.00233238,8.14061
2.226e-07,0.0200011,-19096.6,0.00103671,8.1418
2.227e-07,0.0200001,-9549.07,0.000259222,8.14251
2.228e-07,0.0200001,-1.2892,4.72488e-12,8.14275
2.229e-07,0.0200011,9546.5,0.000259082,8.14251
2.23e-07,0.020003,19094,0.00103643,8.1418
2.231e-07,0.0200058,28640.9,0.00233196,8.14061
2.232e-07,0.0200097,38186.8,0.00414549,8.13895
2.233e-07,0.0200144,47731.6,0.00647679,8.13681
2.234e-07,0.0200202,57274.8,0.00932557,8.1342
2.235e-07,0.0200268,66816.2,0.0126915,8.13111
2.236e-07,0.0200345,76355.5,0.0165741,8.12755
2.237e-07,0.0200431,85892.3,0.0209728,8.12351
2.238e-07,0.0200526,95426.4,0.0258872,8.119
2.239e-07,0.0200631,104958,0.0313167,8.11401
2.24e-07,0.0200746,114485,0.0372604,8.10855
2.241e-07,0.020087,124009,0.0437177,8.10262
2.242e-07,0.0201003,133529,0.0506877,8.09621
2.243e-07,0.0201146,143045,0.0581696,8.08933
2.244e-07,0.0201299,152557,0.0661624,8.08198
2.245e-07,0.0201461,162063,0.0746651,8.07415
2.246e-07,0.0201632,171565,0.0836765,8.06585
2.247e-07,0.0201813,181060,0.0931956,8.05707
2.248e-07,0.0202004,190551,0.103221,8.04783
2.249e-07,0.0202204,200035,0.113752,8.03811
2.25e-07,0.0202414,209512,0.124786,8.02792
2.251e-07,0.0202633,218983,0.136323,8.01726
2.252e-07,0.0202861,228447,0.148361,8.00613
2.253e-07,0.0203099,237904,0.160899,7.99452
2.254e-07,0.0203346,247353,0.173934,7.98245
2.255e-07,0.0203603,256795,0.187465,7.96991
2.256e-07,0.0203869,266228,0.201491,7.95689
2.257e-07,0.0204145,275652,0.216009,7.94341
2.258e-07,0.020443,285068,0.231018,7.92946
2.259e-07,0.0204724,294475,0.246516,7.91504
2.26e-07,0.0205028,303873,0.262501,7.90015
2.261e-07,0.0205342,313260,0.278971,7.8848
2.262e-07,0.0205664,322638,0.295924,7.86897
2.263e-07,0.0205996,332006,0.313357,7.85269
2.264e-07,0.0206338,341363,0.331269,7.83593
2.265e-07,0.0206688,350709,0.349657,7.81871
2.266e-07,0.0207048,360044,0.368519,7.80103
2.267e-07,0.0207418,369367,0.387852,7.78288
2.268e-07,0.0207796,378679,0.407654,7.76427
2.269e-07,0.0208184,387979,0.427922,7.74519
2.27e-07,0.0208582,397266,0.448654,7.72566
2.271e-07,0.0208988,406541,0.469848,7.70566
2.272e-07,0.0209404,415803,0.491499,7.6852
2.273e-07,0.0209829,425051,0.513607,7.66428
2.274e-07,0.0210263,434286,0.536168,7.64289
2.275e-07,0.0210707,443507,0.559178,7.62105
2.276e-07,0.021116,452714,0.582636,7.59876
2.277e-07,0.0211621,461907,0.606538,7.576
2.278e-07,0.0212093,471085,0.630881,7.55279
2.279e-07,0.0212573,480248,0.655661,7.52912
2.28e-07,0.0213062,489396,0.680877,7.50499
2.281e-07,0.0213561,498528,0.706525,7.48041
2.282e-07,0.0214068,507644,0.7326,7.45538
2.283e-07,0.0214585,516744,0.759101,7.42989
2.284e-07,0.0215111,525828,0.786024,7.40395
2.285e-07,0.0215646,534895,0.813364,7.37756
2.286e-07,0.021619,543945,0.84112,7.35071
2.287e-07,0.0216743,552977,0.869286,7.32342
2.288e-07,0.0217305,561992,0.897861,7.29568
2.289e-07,0.0217876,570989,0.926839,7.26749
2.29e-07,0.0218456,579968,0.956218,7.23885
2.291e-07,0.0219045,588929,0.985993,7.20977
2.292e-07,0.0219642,597870,1.01616,7.18024
2.293e-07,0.0220249,606793,1.04672,7.15027
2.294e-07,0.0220865,615696,1.07766,7.11985
2.295e-07,0.022149,624580,1.10898,7.08899
2.296e-07,0.0222123,633444,1.14068,7.05769
2.297e-07,0.0222765,642288,1.17276,7.02595
2.298e-07,0.0223416,651111,1.2052,6.99377
2.299e-07,0.0224076,659914,1.23801,6.96115
2.3e-07,0.0224745,668695,1.27117,6.9281
2.301e-07,0.0225422,677455,1.3047,6.8946
2.302e-07,0.0226109,686194,1.33857,6.86067
2.303e-07,0.0226804,694911,1.3728,6.82631
2.304e-07,0.0227507,703606,1.40737,6.79151
2.305e-07,0.0228219,712278,1.44227,6.75629
2.306e-07,0.022894,720928,1.47752,6.72063
2.307e-07,0.022967,729555,1.51309,6.68454
2.308e-07,0.0230408,738158,1.54899,6.64802
2.309e-07,0.0231155,746738,1.5852,6.61107
2.31e-07,0.023191,755295,1.62174,6.5737
2.311e-07,0.0232674,763827,1.65859,6.5359
2.312e-07,0.0233446,772335,1.69574,6.49768
2.313e-07,0.0234227,780818,1.7332,6.45904
2.314e-07,0.0235016,789277,1.77095,6.41998
2.315e-07,0.0235814,797710,1.809,6.38049
2.316e-07,0.023662,806118,1.84734,6.34059
2.317e-07,0.0237435,814500,1.88595,6.30026
2.318e-07,0.0238258,822857,1.92485,6.25952
2.319e-07,0.0239089,831187,1.96402,6.21837
2.32e-07,0.0239928,839491,2.00346,6.1768
2.321e-07,0.0240776,847768,2.04316,6.13482
2.322e-07,0.0241632,856018,2.08312,6.09243
2.323e-07,0.0242496,864241,2.12333,6.04963
2.324e-07,0.0243369,872436,2.16379,6.00642
2.325e-07,0.0244249,880604,2.2045,5.9628
2.326e-07,0.0245138,888743,2.24544,5.91878
2.327e-07,0.0246035,896854,2.28661,5.87435
2.328e-07,0.024694,904937,2.32801,5.82952
2.329e-07,0.0247853,912991,2.36964,5.78429
2.33e-07,0.0248774,921016,2.41148,5.73866
2.331e-07,0.0249703,929011,2.45353,5.69263
2.332e-07,0.025064,936977,2.49578,5.64775
2.333e-07,0.0251585,944914,2.53824,5.60944
2.334e-07,0.0252538,952820,2.58089,5.57081
2.335e-07,0.0253498,960695,2.62374,5.53186
2.336e-07,0.0254467,968541,2.66676,5.49258
2.337e-07,0.0255443,976355,2.70997,5.45299
2.338e-07,0.0256427,984138,2.75335,5.41308
2.339e-07,0.0257419,991890,2.79689,5.37285
2.34e-07,0.0258419,999611,2.8406,5.33231
2.341e-07,0.0259426,1.0073e+06,2.88447,5.29146
2.342e-07,0.0260441,1.01496e+06,2.92848,5.25029
2.343e-07,0.0261464,1.02258e+06,2.97265,5.20881
2.344e-07,0.0262494,1.03017e+06,3.01695,5.16703
2.345e-07,0.0263532,1.03773e+06,3.06138,5.12493
2.346e-07,0.0264577,1.04526e+06,3.10595,5.08253
2.347e-07,0.026563,1.05275e+06,3.15064,5.03982
2.348e-07,0.026669,1.06021e+06,3.19544,4.9968
2.349e-07,0.0267757,1.06763e+06,3.24036,4.95349
2.35e-07,0.0268832,1.07502e+06,3.28538,4.90987
2.351e-07,0.0269915,1.08238e+06,3.3305,4.86595
2.352e-07,0.0271004,1.0897e+06,3.37572,4.82173
2.353e-07,0.0272101,1.09699e+06,3.42102,4.77722
2.354e-07,0.0273206,1.10425e+06,3.46641,4.73241
2.355e-07,0.0274317,1.11146e+06,3.51188,4.6873
2.356e-07,0.0275436,1.11865e+06,3.55741,4.6419
2.357e-07,0.0276562,1.12579e+06,3.60301,4.59621
2.358e-07,0.0277695,1.1329e+06,3.64868,4.55023
2.359e-07,0.0278835,1.13998e+06,3.69439,4.50396
2.36e-07,0.0279982,1.14702e+06,3.74015,4.45741
2.361e-07,0.0281136,1.15402e+06,3.78596,4.41057
2.362e-07,0.0282297,1.16099e+06,3.8318,4.36344
2.363e-07,0.0283464,1.16792e+06,3.87767,4.31603
2.364e-07,0.0284639,1.17481e+06,3.92357,4.26834
2.365e-07,0.0285821,1.18166e+06,3.96948,4.22037
2.366e-07,0.0287009,1.18848e+06,4.01541,4.17212
2.367e-07,0.0288205,1.19526e+06,4.06135,4.12359
2.368e-07,0.0289407,1.202e+06,4.10729,4.07479
2.369e-07,0.0290615,1.2087e+06,4.15322,4.02572
2.37e-07,0.0291831,1.21536e+06,4.19914,3.97637
2.371e-07,0.0293053,1.22199e+06,4.24505,3.92675
2.372e-07,0.0294281,1.22857e+06,4.29093,3.87687
2.373e-07,0.0295516,1.23512e+06,4.33678,3.82671
2.374e-07,0.0296758,1.24163e+06,4.38261,3.7763
2.375e-07,0.0298006,1.2481e+06,4.42839,3.72561
2.376e-07,0.0299261,1.25453e+06,4.47413,3.67467
2.377e-07,0.0300522,1.26092e+06,4.51981,3.62346
2.378e-07,0.0301789,1.26726e+06,4.56544,3.58244
2.379e-07,0.0303062,1.27357e+06,4.611,3.54222
2.38e-07,0.0304342,1.27984e+06,4.6565,3.50179
2.381e-07,0.0305628,1.28607e+06,4.70192,3.46116
2.382e-07,0.0306921,1.29225e+06,4.74727,3.42034
2.383e-07,0.0308219,1.2984e+06,4.79252,3.37932
2.384e-07,0.0309523,1.3045e+06,4.83769,3.33811
2.385e-07,0.0310834,1.31056e+06,4.88275,3.2967
2.386e-07,0.0312151,1.31658e+06,4.92772,3.2551
2.387e-07,0.0313473,1.32256e+06,4.97257,3.21332
2.388e-07,0.0314802,1.3285e+06,5.01731,3.17134
2.389e-07,0.0316136,1.33439e+06,5.06193,3.12918
2.39e-07,0.0317476,1.34024e+06,5.10642,3.08683
2.391e-07,0.0318822,1.34605e+06,5.15078,3.0443
2.392e-07,0.0320174,1.35182e+06,5.19501,3.00158
2.393e-07,0.0321532,1.35754e+06,5.23909,2.95869
2.394e-07,0.0322895,1.36322e+06,5.28302,2.91561
2.395e-07,0.0324264,1.36886e+06,5.3268,2.87235
2.396e-07,0.0325638,1.37445e+06,5.37042,2.82891
2.397e-07,0.0327018,1.38e+06,5.41387,2.7853
2.398e-07,0.0328404,1.38551e+06,5.45715,2.74152
2.399e-07,0.0329795,1.39097e+06,5.50026,2.69756
2.4e-07,0.0331191,1.39639e+06,5.54318,2.65342
2.401e-07,0.0332593,1.40176e+06,5.58592,2.60912
2.402e-07,0.0334,1.40709e+06,5.62846,2.56465
2.403e-07,0.0335412,1.41237e+06,5.67081,2.52
2.404e-07,0.033683,1.41761e+06,5.71295,2.4752
2.405e-07,0.0338253,1.4228e+06,5.75488,2.43022
2.406e-07,0.0339681,1.42795e+06,5.7966,2.38509
2.407e-07,0.0341114,1.43305e+06,5.8381,2.33979
2.408e-07,0.0342552,1.43811e+06,5.87937,2.29433
2.409e-07,0.0343995,1.44312e+06,5.92042,2.24871
2.41e-07,0.0345443,1.44808e+06,5.96122,2.20293
2.411e-07,0.0346896,1.453e+06,6.00179,2.157
2.412e-07,0.0348354,1.45787e+06,6.04211,2.11091
2.413e-07,0.0349817,1.4627e+06,6.08218,2.06467
2.414e-07,0.0351284,1.46748e+06,6.122,2.02325
2.415e-07,0.0352756,1.47221e+06,6.16155,1.99001
2.416e-07,0.0354233,1.4769e+06,6.20084,1.95665
2.417e-07,0.0355715,1.48154e+06,6.23986,1.9232
2.418e-07,0.0357201,1.48613e+06,6.2786,1.88963
2.419e-07,0.0358692,1.49068e+06,6.31706,1.85597
2.42e-07,0.0360187,1.49517e+06,6.35523,1.8222
2.421e-07,0.0361686,1.49962e+06,6.39312,1.78833
2.422e-07,0.036319,1.50402e+06,6.4307,1.75436
2.423e-07,0.0364699,1.50838e+06,6.46799,1.72029
2.424e-07,0.0366211,1.51269e+06,6.50497,1.68612
2.425e-07,0.0367728,1.51694e+06,6.54165,1.65186
2.426e-07,0.036925,1.52115e+06,6.578,1.6175
2.427e-07,0.0370775,1.52531e+06,6.61404,1.58305
2.428e-07,0.0372304,1.52943e+06,6.64976,1.5485
2.429e-07,0.0373838,1.53349e+06,6.68515,1.51386
2.43e-07,0.0375375,1.53751e+06,6.7202,1.47913
2.431e-07,0.0376917,1.54147e+06,6.75492,1.44431
2.432e-07,0.0378462,1.54539e+06,6.78929,1.4094
2.433e-07,0.0380011,1.54926e+06,6.82332,1.3744
2.434e-07,0.0381564,1.55308e+06,6.857,1.33931
2.435e-07,0.0383121,1.55685e+06,6.89033,1.30414
2.436e-07,0.0384682,1.56057e+06,6.92329,1.26888
2.437e-07,0.0386246,1.56424e+06,6.95589,1.23354
2.438e-07,0.0387814,1.56786e+06,6.98813,1.19812
2.439e-07,0.0389385,1.57143e+06,7.01999,1.16262
2.44e-07,0.039096,1.57495e+06,7.05148,1.12704
2.441e-07,0.0392539,1.57842e+06,7.08259,1.09137
2.442e-07,0.0394121,1.58184e+06,7.11332,1.05563
2.443e-07,0.0395706,1.58521e+06,7.14366,1.01981
2.444e-07,0.0397294,1.58853e+06,7.1736,0.983921
2.445e-07,0.0398886,1.59179e+06,7.20316,0.947953
2.446e-07,0.0400481,1.59501e+06,7.23231,0.911912
2.447e-07,0.0402079,1.59818e+06,7.26106,0.887382
2.448e-07,0.0403681,1.6013e+06,7.28941,0.865671
2.449e-07,0.0405285,1.60436e+06,7.31734,0.843919
2.45e-07,0.0406892,1.60738e+06,7.34487,0.822125
2.451e-07,0.0408503,1.61034e+06,7.37197,0.800291
2.452e-07,0.0410116,1.61325e+06,7.39866,0.778416
2.453e-07,0.0411732,1.61611e+06,7.42492,0.756503
2.454e-07,0.0413351,1.61892e+06,7.45075,0.734551
2.455e-07,0.0414973,1.62168e+06,7.47616,0.712561
2.456e-07,0.0416597,1.62439e+06,7.50113,0.690535
2.457e-07,0.0418224,1.62704e+06,7.52567,0.668472
2.458e-07,0.0419854,1.62964e+06,7.54976,0.646373
2.459e-07,0.0421486,1.63219e+06,7.57341,0.624239
2.46e-07,0.0423121,1.63469e+06,7.59662,0.602071
2.461e-07,0.0424758,1.63714e+06,7.61938,0.579869
2.462e-07,0.0426397,1.63953e+06,7.64169,0.557635
2.463e-07,0.0428039,1.64188e+06,7.66354,0.535368
2.464e-07,0.0429683,1.64417e+06,7.68493,0.51307
2.465e-07,0.043133,1.6464e+06,7.70587,0.490742
2.466e-07,0.0432978,1.64859e+06,7.72634,0.468383
2.467e-07,0.0434629,1.65072e+06,7.74634,0.445995
2.468e-07,0.0436282,1.6528e+06,7.76588,0.423578
2.469e-07,0.0437937,1.65483e+06,7.78495,0.401134
2.47e-07,0.0439593,1.65681e+06,7.80355,0.378662
2.471e-07,0.0441252,1.65873e+06,7.82167,0.356164
2.472e-07,0.0442913,1.6606e+06,7.83931,0.33364
2.473e-07,0.0444575,1.66242e+06,7.85647,0.311091
2.474e-07,0.0446239,1.66418e+06,7.87316,0.288518
2.475e-07,0.0447905,1.66589e+06,7.88935,0.265921
2.476e-07,0.0449573,1.66755e+06,7.90506,0.243302
2.477e-07,0.0451242,1.66915e+06,7.92029,0.224346
2.478e-07,0.0452913,1.6707e+06,7.93502,0.216792
2.479e-07,0.0454585,1.6722e+06,7.94926,0.20923
2.48e-07,0.0456259,1.67365e+06,7.96301,0.201662
2.481e-07,0.0457934,1.67504e+06,7.97626,0.194088
2.482e-07,0.045961,1.67638e+06,7.98902,0.186507
2.483e-07,0.0461288,1.67767e+06,8.00128,0.178921
2.484e-07,0.0462967,1.6789e+06,8.01303,0.171329
2.485e-07,0.0464647,1.68008e+06,8.02429,0.163731
2.486e-07,0.0466328,1.6812e+06,8.03504,0.156128
2.487e-07,0.046801,1.68227e+06,8.04528,0.14852
2.488e-07,0.0469693,1.68329e+06,8.05503,0.140908
2.489e-07,0.0471378,1.68426e+06,8.06426,0.133291
2.49e-07,0.0473063,1.68517e+06,8.07299,0.12567
2.491e-07,0.0474749,1.68602e+06,8.0812,0.118044
2.492e-07,0.0476436,1.68683e+06,8.08891,0.110415
2.493e-07,0.0478123,1.68758e+06,8.0961,0.102783
2.494e-07,0.0479812,1.68827e+06,8.10278,0.095147
2.495e-07,0.04815,1.68892e+06,8.10895,0.0875082
2.496e-07,0.048319,1.6895e+06,8.11461,0.0798666
2.497e-07,0.048488,1.69004e+06,8.11975,0.0722224
2.498e-07,0.048657,1.69052e+06,8.12437,0.064576
2.499e-07,0.0488261,1.69095e+06,8.12848,0.0569274
2.5e-07,0.0489953,1.69132e+06,8.13207,0.0492771
2.501e-07,0.0491644,1.69164e+06,8.13515,0.0416252
2.502e-07,0.0493336,1.69191e+06,8.1377,0.033972
