time,x,v,KE,PE
4.72e-08,0.0766262,783994,1.74733,6.44443
4.73e-08,0.0767037,775520,1.70976,6.48324
4.74e-08,0.0767804,767022,1.67249,6.52162
4.75e-08,0.0768563,758498,1.63553,6.55957
4.76e-08,0.0769313,749951,1.59887,6.5971
4.77e-08,0.0770054,741380,1.56254,6.63421
4.78e-08,0.0770787,732785,1.52652,6.67089
4.79e-08,0.0771511,724167,1.49082,6.70714
4.8e-08,0.0772227,715526,1.45546,6.74296
4.81e-08,0.0772934,706862,1.42042,6.77835
4.82e-08,0.0773632,698176,1.38573,6.81331
4.83e-08,0.0774321,689467,1.35137,6.84783
4.84e-08,0.0775002,680736,1.31737,6.88192
4.85e-08,0.0775674,671984,1.28371,6.91558
4.86e-08,0.0776337,663211,1.25041,6.9488
4.87e-08,0.0776991,654416,1.21746,6.98158
4.88e-08,0.0777637,645600,1.18488,7.01393
4.89e-08,0.0778274,636764,1.15267,7.04584
4.9e-08,0.0778902,627908,1.12083,7.0773
4.91e-08,0.0779521,619031,1.08937,7.10833
4.92e-08,0.0780131,610135,1.05828,7.13891
4.93e-08,0.0780732,601220,1.02758,7.16905
4.94e-08,0.0781324,592285,0.997265,7.19874
4.95e-08,0.0781908,583332,0.967342,7.228
4.96e-08,0.0782482,574360,0.937814,7.2568
4.97e-08,0.0783047,565370,0.908685,7.28516
4.98e-08,0.0783604,556361,0.879959,7.31307
4.99e-08,0.0784151,547335,0.851639,7.34053
5e-08,0.0784689,538292,0.823729,7.36754
5.01e-08,0.0785219,529231,0.796232,7.3941
5.02e-08,0.0785739,520154,0.769152,7.42021
5.03e-08,0.078625,511060,0.742493,7.44587
5.04e-08,0.0786752,501950,0.716257,7.47107
5.05e-08,0.0787245,492824,0.690449,7.49582
5.06e-08,0.0787728,483682,0.665071,7.52012
5.07e-08,0.0788203,474524,0.640126,7.54396
5.08e-08,0.0788668,465352,0.615619,7.56734
5.09e-08,0.0789124,456165,0.591551,7.59027
5.1e-08,0.0789571,446963,0.567926,7.61274
5.11e-08,0.0790009,437747,0.544748,7.63475
5.12e-08,0.0790438,428517,0.522018,7.65631
5.13e-08,0.0790857,419274,0.49974,7.6774
5.14e-08,0.0791267,410017,0.477917,7.69804
5.15e-08,0.0791668,400747,0.456551,7.71821
5.16e-08,0.0792059,391465,0.435646,7.73792
5.17e-08,0.0792441,382170,0.415203,7.75717
5.18e-08,0.0792814,372862,0.395226,7.77595
5.19e-08,0.0793178,363543,0.375717,7.79428
5.2e-08,0.0793532,354212,0.356678,7.81213
5.21e-08,0.0793877,344870,0.338112,7.82953
5.22e-08,0.0794212,335518,0.320021,7.84646
5.23e-08,0.0794538,326154,0.302408,7.86292
5.24e-08,0.0794855,316780,0.285275,7.87892
5.25e-08,0.0795163,307396,0.268624,7.89445
5.26e-08,0.0795461,298002,0.252457,7.90951
5.27e-08,0.0795749,288599,0.236776,7.9241
5.28e-08,0.0796028,279186,0.221583,7.93823
5.29e-08,0.0796298,269765,0.20688,7.95189
5.3e-08,0.0796559,260335,0.192669,7.96508
5.31e-08,0.0796809,250896,0.178952,7.9778
5.32e-08,0.0797051,241450,0.165731,7.99005
5.33e-08,0.0797283,231996,0.153006,8.00183
5.34e-08,0.0797505,222535,0.140781,8.01314
5.35e-08,0.0797718,213066,0.129056,8.02397
5.36e-08,0.0797922,203591,0.117833,8.03434
5.37e-08,0.0798116,194109,0.107113,8.04424
5.38e-08,0.0798301,184622,0.0968976,8.05366
5.39e-08,0.0798476,175128,0.0871884,8.06261
5.4e-08,0.0798642,165628,0.0779863,8.07109
5.41e-08,0.0798798,156124,0.0692926,8.07909
5.42e-08,0.0798944,146614,0.0611084,8.08663
5.43e-08,0.0799081,137100,0.0534348,8.09369
5.44e-08,0.0799209,127581,0.0462726,8.10027
5.45e-08,0.0799327,118059,0.0396228,8.10638
5.46e-08,0.0799436,108532,0.0334863,8.11202
5.47e-08,0.0799535,99002.6,0.0278639,8.11718
5.48e-08,0.0799624,89469.6,0.0227562,8.12187
5.49e-08,0.0799704,79933.7,0.0181639,8.12609
5.5e-08,0.0799774,70395.3,0.0140876,8.12983
5.51e-08,0.0799835,60854.7,0.0105278,8.13309
5.52e-08,0.0799887,51312.1,0.00748493,8.13589
5.53e-08,0.0799928,41767.9,0.00495944,8.1382
5.54e-08,0.0799961,32222.3,0.00295163,8.14004
5.55e-08,0.0799983,22675.8,0.00146175,8.14141
5.56e-08,0.0799996,13128.5,0.000489978,8.1423
5.57e-08,0.08,3580.76,3.64501e-05,8.14271
5.58e-08,0.0799994,-5967.06,0.000101221,8.14266
5.59e-08,0.0799978,-15514.7,0.000684282,8.14212
5.6e-08,0.0799953,-25061.8,0.00178556,8.14111
5.61e-08,0.0799919,-34608.2,0.00340491,8.13963
5.62e-08,0.0799875,-44153.4,0.00554213,8.13767
5.63e-08,0.0799821,-53697.2,0.00819695,8.13523
5.64e-08,0.0799758,-63239.4,0.011369,8.13232
5.65e-08,0.0799685,-72779.5,0.015058,8.12894
5.66e-08,0.0799603,-82317.3,0.0192633,8.12508
5.67e-08,0.0799511,-91852.4,0.0239845,8.12075
5.68e-08,0.0799409,-101385,0.0292209,8.11594
5.69e-08,0.0799298,-110914,0.0349719,8.11066
5.7e-08,0.0799178,-120439,0.0412367,8.1049
5.71e-08,0.0799048,-129961,0.0480147,8.09867
5.72e-08,0.0798909,-139478,0.0553048,8.09197
5.73e-08,0.079876,-148991,0.0631061,8.08479
5.74e-08,0.0798601,-158500,0.0714178,8.07714
5.75e-08,0.0798433,-168003,0.0802386,8.06901
5.76e-08,0.0798256,-177501,0.0895675,8.06042
5.77e-08,0.0798069,-186993,0.0994034,8.05135
5.78e-08,0.0797872,-196480,0.109745,8.04181
5.79e-08,0.0797666,-205960,0.120591,8.03179
5.8e-08,0.0797451,-215433,0.131939,8.02131
5.81e-08,0.0797226,-224900,0.14379,8.01035
5.82e-08,0.0796991,-234360,0.15614,7.99893
5.83e-08,0.0796748,-243812,0.168989,7.98703
5.84e-08,0.0796494,-253256,0.182334,7.97466
5.85e-08,0.0796232,-262692,0.196175,7.96183
5.86e-08,0.079596,-272120,0.210509,7.94852
5.87e-08,0.0795678,-281539,0.225334,7.93474
5.88e-08,0.0795387,-290950,0.240649,7.9205
5.89e-08,0.0795087,-300351,0.256452,7.90579
5.9e-08,0.0794777,-309742,0.27274,7.89061
5.91e-08,0.0794458,-319124,0.289512,7.87496
5.92e-08,0.0794129,-328495,0.306765,7.85885
5.93e-08,0.0793791,-337856,0.324498,7.84227
5.94e-08,0.0793444,-347206,0.342708,7.82522
5.95e-08,0.0793088,-356546,0.361392,7.80771
5.96e-08,0.0792722,-365873,0.380549,7.78974
5.97e-08,0.0792347,-375190,0.400175,7.7713
5.98e-08,0.0791962,-384494,0.420269,7.7524
5.99e-08,0.0791568,-393786,0.440827,7.73304
6e-08,0.0791165,-403065,0.461848,7.71321
6.01e-08,0.0790753,-412332,0.483329,7.69292
6.02e-08,0.0790331,-421585,0.505266,7.67217
6.03e-08,0.0789901,-430826,0.527657,7.65096
6.04e-08,0.0789461,-440052,0.550499,7.6293
6.05e-08,0.0789011,-449264,0.573789,7.60717
6.06e-08,0.0788553,-458462,0.597525,7.58458
6.07e-08,0.0788085,-467646,0.621703,7.56154
6.08e-08,0.0787608,-476815,0.64632,7.53804
6.09e-08,0.0787122,-485968,0.671373,7.51409
6.1e-08,0.0786627,-495106,0.696859,7.48968
6.11e-08,0.0786123,-504228,0.722775,7.46481
6.12e-08,0.078561,-513334,0.749116,7.4395
6.13e-08,0.0785087,-522424,0.775881,7.41373
6.14e-08,0.0784556,-531497,0.803065,7.3875
6.15e-08,0.0784015,-540554,0.830666,7.36083
6.16e-08,0.0783466,-549593,0.858679,7.33371
6.17e-08,0.0782907,-558614,0.887101,7.30613
6.18e-08,0.0782339,-567618,0.915928,7.27811
6.19e-08,0.0781763,-576604,0.945157,7.24964
6.2e-08,0.0781177,-585571,0.974784,7.22073
6.21e-08,0.0780583,-594520,1.0048,7.19136
6.22e-08,0.0779979,-603450,1.03522,7.16156
6.23e-08,0.0779367,-612361,1.06601,7.13131
6.24e-08,0.0778746,-621252,1.0972,7.10061
6.25e-08,0.0778116,-630123,1.12875,7.06948
6.26e-08,0.0777477,-638975,1.16069,7.0379
6.27e-08,0.0776829,-647806,1.19299,7.00589
6.28e-08,0.0776172,-656616,1.22566,6.97343
6.29e-08,0.0775507,-665405,1.2587,6.94054
6.3e-08,0.0774833,-674174,1.29209,6.90721
6.31e-08,0.077415,-682921,1.32583,6.87344
6.32e-08,0.0773458,-691646,1.35993,6.83924
6.33e-08,0.0772758,-700349,1.39437,6.80461
6.34e-08,0.0772049,-709030,1.42915,6.76954
6.35e-08,0.0771331,-717688,1.46426,6.73405
6.36e-08,0.0770605,-726323,1.49971,6.69812
6.37e-08,0.076987,-734935,1.53549,6.66176
6.38e-08,0.0769126,-743524,1.57159,6.62497
6.39e-08,0.0768374,-752090,1.60801,6.58776
6.4e-08,0.0767613,-760631,1.64474,6.55012
6.41e-08,0.0766844,-769148,1.68178,6.51206
6.42e-08,0.0766067,-777641,1.71912,6.47358
6.43e-08,0.0765281,-786108,1.75676,6.43467
6.44e-08,0.0764486,-794551,1.7947,6.39534
6.45e-08,0.0763683,-802969,1.83293,6.35559
6.46e-08,0.0762872,-811361,1.87144,6.31543
6.47e-08,0.0762052,-819727,1.91024,6.27485
6.48e-08,0.0761224,-828067,1.9493,6.23385
6.49e-08,0.0760387,-836381,1.98864,6.19243
6.5e-08,0.0759543,-844668,2.02825,6.15061
6.51e-08,0.075869,-852928,2.06811,6.10837
6.52e-08,0.0757829,-861161,2.10823,6.06572
6.53e-08,0.0756959,-869367,2.1486,6.02267
6.54e-08,0.0756082,-877545,2.18921,5.9792
6.55e-08,0.0755196,-885695,2.23006,5.93533
6.56e-08,0.0754302,-893817,2.27115,5.89106
6.57e-08,0.07534,-901910,2.31247,5.84638
6.58e-08,0.075249,-909975,2.35401,5.80129
6.59e-08,0.0751572,-918011,2.39576,5.75581
6.6e-08,0.0750646,-926017,2.43774,5.70993
6.61e-08,0.0749712,-933994,2.47992,5.66365
6.62e-08,0.074877,-941942,2.5223,5.62384
6.63e-08,0.0747821,-949859,2.56488,5.58533
6.64e-08,0.0746863,-957746,2.60765,5.5465
6.65e-08,0.0745897,-965603,2.65061,5.50734
6.66e-08,0.0744924,-973429,2.69375,5.46787
6.67e-08,0.0743943,-981224,2.73706,5.42808
6.68e-08,0.0742954,-988988,2.78055,5.38797
6.69e-08,0.0741957,-996720,2.8242,5.34755
6.7e-08,0.0740952,-1.00442e+06,2.868,5.30681
6.71e-08,0.073994,-1.01209e+06,2.91196,5.26576
6.72e-08,0.0738921,-1.01973e+06,2.95607,5.2244
6.73e-08,0.0737893,-1.02733e+06,3.00032,5.18273
6.74e-08,0.0736858,-1.0349e+06,3.04471,5.14075
6.75e-08,0.0735816,-1.04244e+06,3.08923,5.09846
6.76e-08,0.0734766,-1.04994e+06,3.13387,5.05586
6.77e-08,0.0733709,-1.05742e+06,3.17863,5.01296
6.78e-08,0.0732644,-1.06485e+06,3.22351,4.96976
6.79e-08,0.0731572,-1.07226e+06,3.26849,4.92626
6.8e-08,0.0730492,-1.07963e+06,3.31357,4.88245
6.81e-08,0.0729405,-1.08696e+06,3.35876,4.83835
6.82e-08,0.0728311,-1.09426e+06,3.40403,4.79394
6.83e-08,0.0727209,-1.10153e+06,3.44939,4.74924
6.84e-08,0.07261,-1.10876e+06,3.49482,4.70425
6.85e-08,0.0724984,-1.11596e+06,3.54033,4.65896
6.86e-08,0.0723861,-1.12312e+06,3.58591,4.61338
6.87e-08,0.0722731,-1.13024e+06,3.63155,4.56751
6.88e-08,0.0721594,-1.13733e+06,3.67725,4.52134
6.89e-08,0.0720449,-1.14438e+06,3.72299,4.4749
6.9e-08,0.0719298,-1.1514e+06,3.76878,4.42816
6.91e-08,0.071814,-1.15838e+06,3.81461,4.38114
6.92e-08,0.0716974,-1.16532e+06,3.86047,4.33384
6.93e-08,0.0715802,-1.17223e+06,3.90636,4.28625
6.94e-08,0.0714623,-1.1791e+06,3.95227,4.23839
6.95e-08,0.0713437,-1.18593e+06,3.99819,4.19024
6.96e-08,0.0712244,-1.19272e+06,4.04413,4.14182
6.97e-08,0.0711045,-1.19947e+06,4.09006,4.09312
6.98e-08,0.0709839,-1.20619e+06,4.136,4.04415
6.99e-08,0.0708626,-1.21287e+06,4.18192,3.9949
7e-08,0.0707406,-1.21951e+06,4.22784,3.94539
7.01e-08,0.070618,-1.22611e+06,4.27373,3.8956
7.02e-08,0.0704947,-1.23267e+06,4.3196,3.84555
7.03e-08,0.0703708,-1.23919e+06,4.36543,3.79523
7.04e-08,0.0702463,-1.24568e+06,4.41123,3.74464
7.05e-08,0.070121,-1.25212e+06,4.45698,3.6938
7.06e-08,0.0699952,-1.25852e+06,4.50269,3.64269
7.07e-08,0.0698687,-1.26489e+06,4.54834,3.59748
7.08e-08,0.0697416,-1.27121e+06,4.59393,3.55732
7.09e-08,0.0696138,-1.27749e+06,4.63945,3.51697
7.1e-08,0.0694855,-1.28374e+06,4.6849,3.47641
7.11e-08,0.0693565,-1.28994e+06,4.73028,3.43566
7.12e-08,0.0692269,-1.2961e+06,4.77557,3.39472
7.13e-08,0.0690966,-1.30222e+06,4.82077,3.35358
7.14e-08,0.0689658,-1.3083e+06,4.86587,3.31225
7.15e-08,0.0688344,-1.31433e+06,4.91087,3.27072
7.16e-08,0.0687023,-1.32033e+06,4.95577,3.22901
7.17e-08,0.0685697,-1.32628e+06,5.00055,3.1871
7.18e-08,0.0684365,-1.33219e+06,5.04522,3.14501
7.19e-08,0.0683027,-1.33806e+06,5.08976,3.10273
7.2e-08,0.0681683,-1.34388e+06,5.13417,3.06027
7.21e-08,0.0680333,-1.34966e+06,5.17845,3.01762
7.22e-08,0.0678978,-1.3554e+06,5.22258,2.97479
7.23e-08,0.0677617,-1.3611e+06,5.26657,2.93178
7.24e-08,0.067625,-1.36675e+06,5.31041,2.88859
7.25e-08,0.0674878,-1.37236e+06,5.35408,2.84522
7.26e-08,0.06735,-1.37793e+06,5.3976,2.80167
7.27e-08,0.0672116,-1.38345e+06,5.44095,2.75795
7.28e-08,0.0670727,-1.38893e+06,5.48412,2.71406
7.29e-08,0.0669333,-1.39436e+06,5.52711,2.66999
7.3e-08,0.0667933,-1.39975e+06,5.56992,2.62575
7.31e-08,0.0666528,-1.40509e+06,5.61253,2.58134
7.32e-08,0.0665118,-1.41039e+06,5.65496,2.53676
7.33e-08,0.0663702,-1.41565e+06,5.69717,2.49201
7.34e-08,0.0662281,-1.42086e+06,5.73919,2.4471
7.35e-08,0.0660855,-1.42602e+06,5.78098,2.40203
7.36e-08,0.0659424,-1.43114e+06,5.82257,2.35679
7.37e-08,0.0657988,-1.43622e+06,5.86393,2.31139
7.38e-08,0.0656547,-1.44124e+06,5.90506,2.26583
7.39e-08,0.06551,-1.44623e+06,5.94595,2.22011
7.4e-08,0.0653649,-1.45116e+06,5.98661,2.17424
7.41e-08,0.0652193,-1.45605e+06,6.02703,2.12821
7.42e-08,0.0650732,-1.4609e+06,6.06719,2.08202
7.43e-08,0.0649267,-1.46569e+06,6.1071,2.03569
7.44e-08,0.0647796,-1.47044e+06,6.14676,2.00248
7.45e-08,0.0646321,-1.47515e+06,6.18614,1.96917
7.46e-08,0.0644841,-1.47981e+06,6.22526,1.93575
7.47e-08,0.0643357,-1.48442e+06,6.26411,1.90223
7.48e-08,0.0641868,-1.48898e+06,6.30267,1.8686
7.49e-08,0.0640374,-1.49349e+06,6.34096,1.83487
7.5e-08,0.0638876,-1.49796e+06,6.37895,1.80104
7.51e-08,0.0637374,-1.50238e+06,6.41665,1.76711
7.52e-08,0.0635867,-1.50675e+06,6.45405,1.73307
7.53e-08,0.0634356,-1.51108e+06,6.49115,1.69894
7.54e-08,0.0632841,-1.51535e+06,6.52793,1.66472
7.55e-08,0.0631321,-1.51958e+06,6.56441,1.63039
7.56e-08,0.0629797,-1.52376e+06,6.60057,1.59598
7.57e-08,0.062827,-1.52789e+06,6.63641,1.56146
7.58e-08,0.0626738,-1.53197e+06,6.67192,1.52686
7.59e-08,0.0625202,-1.53601e+06,6.7071,1.49216
7.6e-08,0.0623662,-1.53999e+06,6.74194,1.45737
7.61e-08,0.0622118,-1.54393e+06,6.77645,1.4225
7.62e-08,0.062057,-1.54781e+06,6.81061,1.38753
7.63e-08,0.0619018,-1.55165e+06,6.84442,1.35248
7.64e-08,0.0617463,-1.55544e+06,6.87787,1.31734
7.65e-08,0.0615904,-1.55918e+06,6.91097,1.28211
7.66e-08,0.0614341,-1.56287e+06,6.94371,1.2468
7.67e-08,0.0612774,-1.5665e+06,6.97609,1.21141
7.68e-08,0.0611204,-1.57009e+06,7.00809,1.17594
7.69e-08,0.0609631,-1.57363e+06,7.03972,1.14039
7.7e-08,0.0608053,-1.57712e+06,7.07097,1.10475
7.71e-08,0.0606473,-1.58056e+06,7.10184,1.06904
7.72e-08,0.0604889,-1.58395e+06,7.13233,1.03325
7.73e-08,0.0603302,-1.58729e+06,7.16242,0.997386
7.74e-08,0.0601711,-1.59058e+06,7.19212,0.961446
7.75e-08,0.0600117,-1.59381e+06,7.22143,0.925433
7.76e-08,0.059852,-1.597e+06,7.25033,0.89551
7.77e-08,0.059692,-1.60013e+06,7.27883,0.873816
7.78e-08,0.0595317,-1.60322e+06,7.30692,0.852079
7.79e-08,0.0593711,-1.60625e+06,7.3346,0.8303
7.8e-08,0.0592101,-1.60923e+06,7.36186,0.808481
7.81e-08,0.0590489,-1.61217e+06,7.3887,0.786622
7.82e-08,0.0588874,-1.61505e+06,7.41512,0.764723
7.83e-08,0.0587256,-1.61787e+06,7.44112,0.742785
7.84e-08,0.0585636,-1.62065e+06,7.46669,0.72081
7.85e-08,0.0584012,-1.62338e+06,7.49182,0.698797
7.86e-08,0.0582386,-1.62605e+06,7.51652,0.676747
7.87e-08,0.0580758,-1.62867e+06,7.54078,0.654662
7.88e-08,0.0579126,-1.63124e+06,7.5646,0.632541
7.89e-08,0.0577493,-1.63376e+06,7.58797,0.610386
7.9e-08,0.0575856,-1.63623e+06,7.6109,0.588197
7.91e-08,0.0574218,-1.63864e+06,7.63338,0.565974
7.92e-08,0.0572577,-1.641e+06,7.6554,0.54372
7.93e-08,0.0570933,-1.64331e+06,7.67696,0.521434
7.94e-08,0.0569288,-1.64557e+06,7.69807,0.499116
7.95e-08,0.056764,-1.64778e+06,7.71872,0.476769
7.96e-08,0.056599,-1.64993e+06,7.7389,0.454392
7.97e-08,0.0564338,-1.65203e+06,7.75861,0.431986
7.98e-08,0.0562684,-1.65408e+06,7.77786,0.409551
7.99e-08,0.0561028,-1.65607e+06,7.79663,0.38709
8e-08,0.055937,-1.65801e+06,7.81493,0.364601
8.01e-08,0.055771,-1.6599e+06,7.83275,0.342087
8.02e-08,0.0556048,-1.66174e+06,7.8501,0.319548
8.03e-08,0.0554385,-1.66352e+06,7.86696,0.296983
8.04e-08,0.0552719,-1.66526e+06,7.88334,0.274395
8.05e-08,0.0551053,-1.66693e+06,7.89923,0.251784
8.06e-08,0.0549384,-1.66856e+06,7.91464,0.229151
8.07e-08,0.0547714,-1.67013e+06,7.92956,0.219625
8.08e-08,0.0546042,-1.67165e+06,7.94398,0.212066
8.09e-08,0.0544369,-1.67311e+06,7.95791,0.2045
8.1e-08,0.0542695,-1.67453e+06,7.97135,0.196928
8.11e-08,0.0541019,-1.67588e+06,7.9843,0.18935
8.12e-08,0.0539341,-1.67719e+06,7.99674,0.181766
8.13e-08,0.0537663,-1.67844e+06,8.00868,0.174176
8.14e-08,0.0535983,-1.67964e+06,8.02013,0.16658
8.15e-08,0.0534303,-1.68079e+06,8.03107,0.158979
8.16e-08,0.0532621,-1.68188e+06,8.0415,0.151373
8.17e-08,0.0530938,-1.68292e+06,8.05143,0.143762
8.18e-08,0.0529254,-1.6839e+06,8.06086,0.136147
8.19e-08,0.0527569,-1.68483e+06,8.06977,0.128527
8.2e-08,0.0525883,-1.68571e+06,8.07818,0.120904
8.21e-08,0.0524197,-1.68653e+06,8.08608,0.113276
8.22e-08,0.052251,-1.6873e+06,8.09346,0.105645
8.23e-08,0.0520822,-1.68802e+06,8.10034,0.0980101
8.24e-08,0.0519133,-1.68868e+06,8.1067,0.0903723
8.25e-08,0.0517444,-1.68929e+06,8.11255,0.0827317
8.26e-08,0.0515754,-1.68985e+06,8.11788,0.0750885
8.27e-08,0.0514063,-1.69035e+06,8.1227,0.0674429
8.28e-08,0.0512373,-1.69079e+06,8.127,0.0597951
8.29e-08,0.0510681,-1.69119e+06,8.13079,0.0521454
8.3e-08,0.050899,-1.69153e+06,8.13405,0.0444941
8.31e-08,0.0507298,-1.69181e+06,8.13681,0.0368413
8.32e-08,0.0505606,-1.69205e+06,8.13904,0.0291874
8.33e-08,0.0503914,-1.69223e+06,8.14076,0.0215325
8.34e-08,0.0502221,-1.69235e+06,8.14196,0.013877
8.35e-08,0.0500529,-1.69242e+06,8.14264,0.00622103
8.36e-08,0.0498837,-1.69244e+06,8.1428,0.00143515
8.37e-08,0.0497144,-1.6924e+06,8.14244,0.00909128
8.38e-08,0.0495452,-1.69231e+06,8.14157,0.0167471
8.39e-08,0.049376,-1.69216e+06,8.14017,0.0244024
8.4e-08,0.0492068,-1.69197e+06,8.13826,0.032057
8.41e-08,0.0490376,-1.69171e+06,8.13584,0.0397105
8.42e-08,0.0488685,-1.69141e+06,8.13289,0.0473627
8.43e-08,0.0486994,-1.69105e+06,8.12943,0.0550135
8.44e-08,0.0485303,-1.69063e+06,8.12545,0.0626625
8.45e-08,0.0483613,-1.69017e+06,8.12095,0.0703095
8.46e-08,0.0481923,-1.68964e+06,8.11594,0.0779542
8.47e-08,0.0480234,-1.68907e+06,8.11041,0.0855965
8.48e-08,0.0478546,-1.68844e+06,8.10437,0.0932361
8.49e-08,0.0476858,-1.68776e+06,8.09782,0.100873
8.5e-08,0.0475171,-1.68702e+06,8.09076,0.108506
8.51e-08,0.0473485,-1.68623e+06,8.08318,0.116136
8.52e-08,0.0471799,-1.68539e+06,8.07509,0.123762
8.53e-08,0.0470115,-1.68449e+06,8.06649,0.131384
8.54e-08,0.0468431,-1.68354e+06,8.05738,0.139003
8.55e-08,0.0466749,-1.68253e+06,8.04777,0.146616
8.56e-08,0.0465067,-1.68147e+06,8.03765,0.154225
8.57e-08,0.0463387,-1.68036e+06,8.02702,0.161829
8.58e-08,0.0461708,-1.6792e+06,8.01589,0.169428
8.59e-08,0.046003,-1.67798e+06,8.00426,0.177022
8.6e-08,0.0458353,-1.67671e+06,7.99213,0.18461
8.61e-08,0.0456678,-1.67538e+06,7.9795,0.192192
8.62e-08,0.0455004,-1.674e+06,7.96637,0.199768
8.63e-08,0.0453331,-1.67257e+06,7.95275,0.207337
8.64e-08,0.045166,-1.67108e+06,7.93863,0.2149
8.65e-08,0.044999,-1.66955e+06,7.92402,0.222457
8.66e-08,0.0448322,-1.66795e+06,7.90892,0.237639
8.67e-08,0.0446656,-1.66631e+06,7.89333,0.260264
8.68e-08,0.0444991,-1.66461e+06,7.87725,0.282866
8.69e-08,0.0443329,-1.66286e+06,7.86069,0.305446
8.7e-08,0.0441668,-1.66106e+06,7.84365,0.328001
8.71e-08,0.0440008,-1.6592e+06,7.82613,0.350531
8.72e-08,0.0438351,-1.65729e+06,7.80813,0.373035
8.73e-08,0.0436696,-1.65533e+06,7.78965,0.395514
8.74e-08,0.0435042,-1.65332e+06,7.7707,0.417965
8.75e-08,0.0433391,-1.65125e+06,7.75128,0.440389
8.76e-08,0.0431742,-1.64913e+06,7.73139,0.462784
8.77e-08,0.0430095,-1.64696e+06,7.71103,0.48515
8.78e-08,0.042845,-1.64473e+06,7.69021,0.507487
8.79e-08,0.0426808,-1.64245e+06,7.66893,0.529792
8.8e-08,0.0425168,-1.64012e+06,7.6472,0.552067
8.81e-08,0.042353,-1.63774e+06,7.625,0.574309
8.82e-08,0.0421895,-1.63531e+06,7.60236,0.596519
8.83e-08,0.0420262,-1.63282e+06,7.57926,0.618696
8.84e-08,0.0418632,-1.63029e+06,7.55572,0.640838
8.85e-08,0.0417004,-1.6277e+06,7.53174,0.662946
8.86e-08,0.0415379,-1.62505e+06,7.50731,0.685018
8.87e-08,0.0413756,-1.62236e+06,7.48245,0.707054
8.88e-08,0.0412137,-1.61962e+06,7.45715,0.729053
8.89e-08,0.041052,-1.61682e+06,7.43142,0.751014
8.9e-08,0.0408906,-1.61397e+06,7.40527,0.772937
8.91e-08,0.0407295,-1.61107e+06,7.37869,0.794821
8.92e-08,0.0405687,-1.60812e+06,7.35169,0.816666
8.93e-08,0.0404082,-1.60512e+06,7.32427,0.83847
8.94e-08,0.040248,-1.60207e+06,7.29644,0.860233
8.95e-08,0.0400881,-1.59896e+06,7.26819,0.881954
8.96e-08,0.0399285,-1.59581e+06,7.23954,0.903633
8.97e-08,0.0397692,-1.5926e+06,7.21049,0.938943
8.98e-08,0.0396103,-1.58935e+06,7.18103,0.974929
8.99e-08,0.0394517,-1.58604e+06,7.15119,1.01084
9e-08,0.0392934,-1.58269e+06,7.12094,1.04668
9.01e-08,0.0391355,-1.57928e+06,7.09031,1.08244
9.02e-08,0.0389779,-1.57582e+06,7.0593,1.11812
9.03e-08,0.0388207,-1.57231e+06,7.02791,1.15372
9.04e-08,0.0386638,-1.56875e+06,6.99614,1.18925
9.05e-08,0.0385073,-1.56515e+06,6.96399,1.22469
9.06e-08,0.0383511,-1.56149e+06,6.93148,1.26005
9.07e-08,0.0381954,-1.55778e+06,6.89861,1.29533
9.08e-08,0.03804,-1.55402e+06,6.86537,1.33052
9.09e-08,0.0378849,-1.55022e+06,6.83178,1.36563
9.1e-08,0.0377303,-1.54636e+06,6.79784,1.40065
9.11e-08,0.0375761,-1.54246e+06,6.76355,1.43558
9.12e-08,0.0374222,-1.5385e+06,6.72892,1.47043
9.13e-08,0.0372688,-1.5345e+06,6.69395,1.50518
9.14e-08,0.0371157,-1.53045e+06,6.65864,1.53984
9.15e-08,0.0369631,-1.52635e+06,6.62301,1.57441
9.16e-08,0.0368109,-1.5222e+06,6.58705,1.60889
9.17e-08,0.0366591,-1.518e+06,6.55077,1.64327
9.18e-08,0.0365077,-1.51375e+06,6.51418,1.67756
9.19e-08,0.0363567,-1.50946e+06,6.47727,1.71175
9.2e-08,0.0362062,-1.50512e+06,6.44006,1.74584
9.21e-08,0.0360562,-1.50073e+06,6.40255,1.77984
9.22e-08,0.0359065,-1.49629e+06,6.36474,1.81373
9.23e-08,0.0357573,-1.49181e+06,6.32664,1.84753
9.24e-08,0.0356086,-1.48727e+06,6.28825,1.88122
9.25e-08,0.0354603,-1.48269e+06,6.24958,1.91481
9.26e-08,0.0353125,-1.47807e+06,6.21063,1.94829
9.27e-08,0.0351652,-1.47339e+06,6.17141,1.98167
9.28e-08,0.0350183,-1.46867e+06,6.13192,2.01495
9.29e-08,0.0348719,-1.4639e+06,6.09217,2.05307
9.3e-08,0.034726,-1.45909e+06,6.05216,2.09936
9.31e-08,0.0345806,-1.45423e+06,6.0119,2.14548
9.32e-08,0.0344357,-1.44932e+06,5.9714,2.19145
9.33e-08,0.0342912,-1.44436e+06,5.93065,2.23727
9.34e-08,0.0341473,-1.43937e+06,5.88966,2.28293
9.35e-08,0.0340039,-1.43432e+06,5.84845,2.32843
9.36e-08,0.033861,-1.42923e+06,5.807,2.37377
9.37e-08,0.0337185,-1.42409e+06,5.76534,2.41895
9.38e-08,0.0335767,-1.41891e+06,5.72346,2.46396
9.39e-08,0.0334353,-1.41368e+06,5.68137,2.50881
9.4e-08,0.0332944,-1.40841e+06,5.63908,2.55349
