ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
4449,8.9e-07,104.904,68921,8e+08,-1.21335e-18,-1.21335e-18,-1.21368e-18,4.56308e-13,9261,1e+08,1.75875e-17,1.75875e-17,1.75875e-17,1.23068e-11,6.42477e-11,7.70108e-11
4450,8.902e-07,104.93,68921,8e+08,-1.26423e-18,-1.26423e-18,-1.26389e-18,4.56514e-13,9261,1e+08,1.76205e-17,1.76205e-17,1.76205e-17,1.23214e-11,6.42331e-11,7.7011e-11
4451,8.904e-07,104.957,68921,8e+08,-1.24311e-18,-1.24311e-18,-1.24227e-18,4.56721e-13,9261,1e+08,1.76642e-17,1.76642e-17,1.76642e-17,1.2336e-11,6.42184e-11,7.70112e-11
4452,8.906e-07,104.985,68921,8e+08,-1.22623e-18,-1.22623e-18,-1.22592e-18,4.56928e-13,9261,1e+08,1.7697e-17,1.7697e-17,1.7697e-17,1.23507e-11,6.42037e-11,7.70113e-11
4453,8.908e-07,105.012,68921,8e+08,-1.24192e-18,-1.24192e-18,-1.24117e-18,4.57135e-13,9261,1e+08,1.77298e-17,1.77298e-17,1.77298e-17,1.23654e-11,6.4189e-11,7.70115e-11
4454,8.91e-07,105.038,68921,8e+08,-1.25051e-18,-1.25051e-18,-1.24889e-18,4.57342e-13,9261,1e+08,1.77626e-17,1.77626e-17,1.77626e-17,1.23801e-11,6.41743e-11,7.70117e-11
4455,8.912e-07,105.063,68921,8e+08,-1.23341e-18,-1.23341e-18,-1.23124e-18,4.57549e-13,9261,1e+08,1.78057e-17,1.78057e-17,1.78057e-17,1.23947e-11,6.41596e-11,7.70119e-11
4456,8.914e-07,105.09,68921,8e+08,-1.20502e-18,-1.20502e-18,-1.20235e-18,4.57756e-13,9261,1e+08,1.78384e-17,1.78384e-17,1.78384e-17,1.24095e-11,6.41448e-11,7.7012e-11
4457,8.916e-07,105.116,68921,8e+08,-1.20884e-18,-1.20884e-18,-1.20588e-18,4.57962e-13,9261,1e+08,1.78711e-17,1.78711e-17,1.78711e-17,1.24242e-11,6.41301e-11,7.70122e-11
4458,8.918e-07,105.142,68921,8e+08,-1.21331e-18,-1.21331e-18,-1.21082e-18,4.58169e-13,9261,1e+08,1.79037e-17,1.79037e-17,1.79037e-17,1.24389e-11,6.41153e-11,7.70123e-11
4459,8.92e-07,105.168,68921,8e+08,-1.19914e-18,-1.19914e-18,-1.19636e-18,4.58376e-13,9261,1e+08,1.79362e-17,1.79362e-17,1.79362e-17,1.24536e-11,6.41004e-11,7.70125e-11
4460,8.922e-07,105.194,68921,8e+08,-1.1822e-18,-1.1822e-18,-1.18029e-18,4.58584e-13,9261,1e+08,1.79688e-17,1.79688e-17,1.79688e-17,1.24684e-11,6.40856e-11,7.70126e-11
4461,8.924e-07,105.22,68921,8e+08,-1.17493e-18,-1.17493e-18,-1.17231e-18,4.58791e-13,9261,1e+08,1.80012e-17,1.80012e-17,1.80012e-17,1.24832e-11,6.40708e-11,7.70127e-11
4462,8.926e-07,105.246,68921,8e+08,-1.19457e-18,-1.19457e-18,-1.19232e-18,4.58998e-13,9261,1e+08,1.80337e-17,1.80337e-17,1.80337e-17,1.24979e-11,6.40559e-11,7.70129e-11
4463,8.928e-07,105.271,68921,8e+08,-1.14404e-18,-1.14404e-18,-1.14158e-18,4.59205e-13,9261,1e+08,1.8066e-17,1.8066e-17,1.8066e-17,1.25127e-11,6.40411e-11,7.7013e-11
4464,8.93e-07,105.297,68921,8e+08,-1.11561e-18,-1.11561e-18,-1.11335e-18,4.59412e-13,9261,1e+08,1.80984e-17,1.80984e-17,1.80984e-17,1.25275e-11,6.40262e-11,7.70131e-11
4465,8.932e-07,105.322,68921,8e+08,-1.12796e-18,-1.12796e-18,-1.12794e-18,4.59619e-13,9261,1e+08,1.81307e-17,1.81307e-17,1.81307e-17,1.25423e-11,6.40114e-11,7.70133e-11
4466,8.934e-07,105.348,68921,8e+08,-1.13962e-18,-1.13962e-18,-1.13978e-18,4.59826e-13,9261,1e+08,1.81629e-17,1.81629e-17,1.81629e-17,1.25571e-11,6.39965e-11,7.70135e-11
4467,8.936e-07,105.374,68921,8e+08,-1.16028e-18,-1.16028e-18,-1.16051e-18,4.60034e-13,9261,1e+08,1.81951e-17,1.81951e-17,1.81951e-17,1.2572e-11,6.39816e-11,7.70136e-11
4468,8.938e-07,105.399,68921,8e+08,-1.16589e-18,-1.16589e-18,-1.16771e-18,4.60241e-13,9261,1e+08,1.82273e-17,1.82273e-17,1.82273e-17,1.25868e-11,6.39667e-11,7.70138e-11
4469,8.94e-07,105.425,68921,8e+08,-1.15773e-18,-1.15773e-18,-1.15837e-18,4.60448e-13,9261,1e+08,1.82594e-17,1.82594e-17,1.82594e-17,1.26016e-11,6.39518e-11,7.70139e-11
4470,8.942e-07,105.45,68921,8e+08,-1.14987e-18,-1.14987e-18,-1.15135e-18,4.60655e-13,9261,1e+08,1.82825e-17,1.82825e-17,1.82825e-17,1.26165e-11,6.39369e-11,7.7014e-11
4471,8.944e-07,105.476,68921,8e+08,-1.15447e-18,-1.15447e-18,-1.15622e-18,4.60863e-13,9261,1e+08,1.83146e-17,1.83146e-17,1.83146e-17,1.26314e-11,6.39219e-11,7.70142e-11
4472,8.946e-07,105.502,68921,8e+08,-1.16e-18,-1.16e-18,-1.16119e-18,4.6107e-13,9261,1e+08,1.83466e-17,1.83466e-17,1.83466e-17,1.26464e-11,6.39069e-11,7.70143e-11
4473,8.948e-07,105.529,68921,8e+08,-1.12443e-18,-1.12443e-18,-1.12563e-18,4.61277e-13,9261,1e+08,1.83785e-17,1.83785e-17,1.83785e-17,1.26613e-11,6.38919e-11,7.70145e-11
4474,8.95e-07,105.555,68921,8e+08,-1.14463e-18,-1.14463e-18,-1.14582e-18,4.61485e-13,9261,1e+08,1.84104e-17,1.84104e-17,1.84104e-17,1.26763e-11,6.3877e-11,7.70147e-11
4475,8.952e-07,105.581,68921,8e+08,-1.14923e-18,-1.14923e-18,-1.1507e-18,4.61692e-13,9261,1e+08,1.84422e-17,1.84422e-17,1.84422e-17,1.26912e-11,6.3862e-11,7.7015e-11
4476,8.954e-07,105.61,68921,8e+08,-1.1472e-18,-1.1472e-18,-1.14917e-18,4.619e-13,9261,1e+08,1.84741e-17,1.84741e-17,1.84741e-17,1.27062e-11,6.38471e-11,7.70152e-11
4477,8.956e-07,105.638,68921,8e+08,-1.16058e-18,-1.16058e-18,-1.16226e-18,4.62107e-13,9261,1e+08,1.85079e-17,1.85079e-17,1.85079e-17,1.27212e-11,6.38321e-11,7.70154e-11
4478,8.958e-07,105.664,68921,8e+08,-1.15071e-18,-1.15071e-18,-1.15176e-18,4.62314e-13,9261,1e+08,1.85396e-17,1.85396e-17,1.85396e-17,1.27362e-11,6.38171e-11,7.70156e-11
4479,8.96e-07,105.69,68921,8e+08,-1.1603e-18,-1.1603e-18,-1.16019e-18,4.62522e-13,9261,1e+08,1.85713e-17,1.85713e-17,1.85713e-17,1.27512e-11,6.3802e-11,7.70158e-11
4480,8.962e-07,105.717,68921,8e+08,-1.15555e-18,-1.15555e-18,-1.15497e-18,4.6273e-13,9261,1e+08,1.86029e-17,1.86029e-17,1.86029e-17,1.27662e-11,6.3787e-11,7.70159e-11
4481,8.964e-07,105.742,68921,8e+08,-1.17499e-18,-1.17499e-18,-1.17362e-18,4.62937e-13,9261,1e+08,1.86345e-17,1.86345e-17,1.86345e-17,1.27812e-11,6.37719e-11,7.7016e-11
4482,8.966e-07,105.768,68921,8e+08,-1.17992e-18,-1.17992e-18,-1.17919e-18,4.63145e-13,9261,1e+08,1.86709e-17,1.86709e-17,1.86709e-17,1.27963e-11,6.37568e-11,7.70162e-11
4483,8.968e-07,105.794,68921,8e+08,-1.17415e-18,-1.17415e-18,-1.17284e-18,4.63352e-13,9261,1e+08,1.87024e-17,1.87024e-17,1.87024e-17,1.28113e-11,6.37417e-11,7.70163e-11
4484,8.97e-07,105.82,68921,8e+08,-1.18175e-18,-1.18175e-18,-1.1808e-18,4.6356e-13,9261,1e+08,1.87338e-17,1.87338e-17,1.87338e-17,1.28263e-11,6.37265e-11,7.70164e-11
4485,8.972e-07,105.847,68921,8e+08,-1.18466e-18,-1.18466e-18,-1.18358e-18,4.63768e-13,9261,1e+08,1.87652e-17,1.87652e-17,1.87652e-17,1.28414e-11,6.37113e-11,7.70165e-11
4486,8.974e-07,105.873,68921,8e+08,-1.18881e-18,-1.18881e-18,-1.18842e-18,4.63975e-13,9261,1e+08,1.87965e-17,1.87965e-17,1.87965e-17,1.28564e-11,6.36961e-11,7.70165e-11
4487,8.976e-07,105.9,68921,8e+08,-1.21276e-18,-1.21276e-18,-1.21186e-18,4.64183e-13,9261,1e+08,1.88278e-17,1.88278e-17,1.88278e-17,1.28715e-11,6.36809e-11,7.70166e-11
4488,8.978e-07,105.926,68921,8e+08,-1.19132e-18,-1.19132e-18,-1.1916e-18,4.64391e-13,9261,1e+08,1.88591e-17,1.88591e-17,1.88591e-17,1.28865e-11,6.36658e-11,7.70167e-11
4489,8.98e-07,105.952,68921,8e+08,-1.18135e-18,-1.18135e-18,-1.18219e-18,4.64598e-13,9261,1e+08,1.88903e-17,1.88903e-17,1.88903e-17,1.29016e-11,6.36505e-11,7.70168e-11
4490,8.982e-07,105.979,68921,8e+08,-1.17181e-18,-1.17181e-18,-1.17246e-18,4.64806e-13,9261,1e+08,1.89214e-17,1.89214e-17,1.89214e-17,1.29167e-11,6.36353e-11,7.70168e-11
4491,8.984e-07,106.007,68921,8e+08,-1.15751e-18,-1.15751e-18,-1.15804e-18,4.65014e-13,9261,1e+08,1.89525e-17,1.89525e-17,1.89525e-17,1.29318e-11,6.36201e-11,7.70169e-11
4492,8.986e-07,106.033,68921,8e+08,-1.15833e-18,-1.15833e-18,-1.15884e-18,4.65222e-13,9261,1e+08,1.89836e-17,1.89836e-17,1.89836e-17,1.29469e-11,6.36049e-11,7.7017e-11
4493,8.988e-07,106.059,68921,8e+08,-1.18456e-18,-1.18456e-18,-1.18483e-18,4.6543e-13,9261,1e+08,1.90253e-17,1.90253e-17,1.90253e-17,1.2962e-11,6.35897e-11,7.70171e-11
4494,8.99e-07,106.087,68921,8e+08,-1.20976e-18,-1.20976e-18,-1.20972e-18,4.65638e-13,9261,1e+08,1.90562e-17,1.90562e-17,1.90562e-17,1.29771e-11,6.35745e-11,7.70172e-11
4495,8.992e-07,106.114,68921,8e+08,-1.19933e-18,-1.19933e-18,-1.2001e-18,4.65845e-13,9261,1e+08,1.90925e-17,1.90925e-17,1.90925e-17,1.29922e-11,6.35593e-11,7.70173e-11
4496,8.994e-07,106.14,68921,8e+08,-1.19069e-18,-1.19069e-18,-1.19171e-18,4.66053e-13,9261,1e+08,1.91233e-17,1.91233e-17,1.91233e-17,1.30073e-11,6.3544e-11,7.70174e-11
4497,8.996e-07,106.166,68921,8e+08,-1.15688e-18,-1.15688e-18,-1.15798e-18,4.66261e-13,9261,1e+08,1.91542e-17,1.91542e-17,1.91542e-17,1.30224e-11,6.35287e-11,7.70174e-11
4498,8.998e-07,106.192,68921,8e+08,-1.14909e-18,-1.14909e-18,-1.1497e-18,4.66469e-13,9261,1e+08,1.91849e-17,1.91849e-17,1.91849e-17,1.30376e-11,6.35134e-11,7.70175e-11
4499,9e-07,106.218,68921,8e+08,-1.14187e-18,-1.14187e-18,-1.1428e-18,4.66677e-13,9261,1e+08,1.92272e-17,1.92272e-17,1.92272e-17,1.30527e-11,6.34982e-11,7.70175e-11
4500,9.002e-07,106.244,68921,8e+08,-1.12183e-18,-1.12183e-18,-1.12306e-18,4.66885e-13,9261,1e+08,1.92578e-17,1.92578e-17,1.92578e-17,1.30679e-11,6.34829e-11,7.70176e-11
4501,9.004e-07,106.337,68921,8e+08,-1.10957e-18,-1.10957e-18,-1.11066e-18,4.67093e-13,9261,1e+08,1.92885e-17,1.92885e-17,1.92885e-17,1.3083e-11,6.34677e-11,7.70178e-11
4502,9.006e-07,106.363,68921,8e+08,-1.117e-18,-1.117e-18,-1.11804e-18,4.67301e-13,9261,1e+08,1.93169e-17,1.93169e-17,1.93169e-17,1.30982e-11,6.34524e-11,7.70179e-11
4503,9.008e-07,106.389,68921,8e+08,-1.10556e-18,-1.10556e-18,-1.10647e-18,4.67509e-13,9261,1e+08,1.93566e-17,1.93566e-17,1.93566e-17,1.31133e-11,6.34372e-11,7.7018e-11
4504,9.01e-07,106.415,68921,8e+08,-1.10577e-18,-1.10577e-18,-1.10694e-18,4.67718e-13,9261,1e+08,1.93921e-17,1.93921e-17,1.93921e-17,1.31285e-11,6.34219e-11,7.70181e-11
4505,9.012e-07,106.442,68921,8e+08,-1.10653e-18,-1.10653e-18,-1.10712e-18,4.67926e-13,9261,1e+08,1.94225e-17,1.94225e-17,1.94225e-17,1.31437e-11,6.34066e-11,7.70183e-11
4506,9.014e-07,106.468,68921,8e+08,-1.09993e-18,-1.09993e-18,-1.10062e-18,4.68134e-13,9261,1e+08,1.94529e-17,1.94529e-17,1.94529e-17,1.31589e-11,6.33914e-11,7.70184e-11
4507,9.016e-07,106.494,68921,8e+08,-1.10384e-18,-1.10384e-18,-1.10427e-18,4.68342e-13,9261,1e+08,1.94833e-17,1.94833e-17,1.94833e-17,1.31741e-11,6.33761e-11,7.70185e-11
4508,9.018e-07,106.523,68921,8e+08,-1.12599e-18,-1.12599e-18,-1.12624e-18,4.6855e-13,9261,1e+08,1.95178e-17,1.95178e-17,1.95178e-17,1.31893e-11,6.33609e-11,7.70187e-11
4509,9.02e-07,106.55,68921,8e+08,-1.17055e-18,-1.17055e-18,-1.16995e-18,4.68759e-13,9261,1e+08,1.95481e-17,1.95481e-17,1.95481e-17,1.32045e-11,6.33457e-11,7.70189e-11
4510,9.022e-07,106.576,68921,8e+08,-1.19148e-18,-1.19148e-18,-1.18979e-18,4.68967e-13,9261,1e+08,1.95783e-17,1.95783e-17,1.95783e-17,1.32197e-11,6.33305e-11,7.70191e-11
4511,9.024e-07,106.603,68921,8e+08,-1.18574e-18,-1.18574e-18,-1.18412e-18,4.69175e-13,9261,1e+08,1.96084e-17,1.96084e-17,1.96084e-17,1.32349e-11,6.33153e-11,7.70193e-11
4512,9.026e-07,106.628,68921,8e+08,-1.21112e-18,-1.21112e-18,-1.20792e-18,4.69383e-13,9261,1e+08,1.96385e-17,1.96385e-17,1.96385e-17,1.32501e-11,6.33e-11,7.70196e-11
4513,9.028e-07,106.654,68921,8e+08,-1.2153e-18,-1.2153e-18,-1.2119e-18,4.69592e-13,9261,1e+08,1.96654e-17,1.96654e-17,1.96654e-17,1.32654e-11,6.32849e-11,7.70198e-11
4514,9.03e-07,106.681,68921,8e+08,-1.23651e-18,-1.23651e-18,-1.23411e-18,4.698e-13,9261,1e+08,1.97018e-17,1.97018e-17,1.97018e-17,1.32806e-11,6.32697e-11,7.702e-11
4515,9.032e-07,106.708,68921,8e+08,-1.2297e-18,-1.2297e-18,-1.22781e-18,4.70008e-13,9261,1e+08,1.97317e-17,1.97317e-17,1.97317e-17,1.32958e-11,6.32544e-11,7.70203e-11
4516,9.034e-07,106.74,68921,8e+08,-1.23194e-18,-1.23194e-18,-1.23153e-18,4.70217e-13,9261,1e+08,1.97616e-17,1.97616e-17,1.97616e-17,1.33111e-11,6.32392e-11,7.70205e-11
4517,9.036e-07,106.767,68921,8e+08,-1.22006e-18,-1.22006e-18,-1.21996e-18,4.70425e-13,9261,1e+08,1.97914e-17,1.97914e-17,1.97914e-17,1.33263e-11,6.32239e-11,7.70207e-11
4518,9.038e-07,106.793,68921,8e+08,-1.26572e-18,-1.26572e-18,-1.26611e-18,4.70634e-13,9261,1e+08,1.98212e-17,1.98212e-17,1.98212e-17,1.33415e-11,6.32087e-11,7.70209e-11
4519,9.04e-07,106.818,68921,8e+08,-1.24733e-18,-1.24733e-18,-1.24741e-18,4.70842e-13,9261,1e+08,1.9851e-17,1.9851e-17,1.9851e-17,1.33568e-11,6.31934e-11,7.70211e-11
4520,9.042e-07,106.844,68921,8e+08,-1.23827e-18,-1.23827e-18,-1.23849e-18,4.71051e-13,9261,1e+08,1.98806e-17,1.98806e-17,1.98806e-17,1.3372e-11,6.31782e-11,7.70213e-11
4521,9.044e-07,106.87,68921,8e+08,-1.26396e-18,-1.26396e-18,-1.26417e-18,4.71259e-13,9261,1e+08,1.99169e-17,1.99169e-17,1.99169e-17,1.33873e-11,6.31629e-11,7.70215e-11
4522,9.046e-07,106.896,68921,8e+08,-1.27262e-18,-1.27262e-18,-1.27308e-18,4.71468e-13,9261,1e+08,1.99465e-17,1.99465e-17,1.99465e-17,1.34025e-11,6.31477e-11,7.70217e-11
4523,9.048e-07,106.922,68921,8e+08,-1.27148e-18,-1.27148e-18,-1.27165e-18,4.71676e-13,9261,1e+08,1.9976e-17,1.9976e-17,1.9976e-17,1.34178e-11,6.31324e-11,7.70219e-11
4524,9.05e-07,106.948,68921,8e+08,-1.2864e-18,-1.2864e-18,-1.28677e-18,4.71885e-13,9261,1e+08,2.00055e-17,2.00055e-17,2.00055e-17,1.34331e-11,6.31171e-11,7.7022e-11
4525,9.052e-07,106.974,68921,8e+08,-1.30503e-18,-1.30503e-18,-1.30653e-18,4.72093e-13,9261,1e+08,2.00349e-17,2.00349e-17,2.00349e-17,1.34483e-11,6.31017e-11,7.70221e-11
4526,9.054e-07,107.003,68921,8e+08,-1.34293e-18,-1.34293e-18,-1.34295e-18,4.72302e-13,9261,1e+08,2.00643e-17,2.00643e-17,2.00643e-17,1.34636e-11,6.30864e-11,7.70223e-11
4527,9.056e-07,107.031,68921,8e+08,-1.33642e-18,-1.33642e-18,-1.33591e-18,4.7251e-13,9261,1e+08,2.00861e-17,2.00861e-17,2.00861e-17,1.34788e-11,6.3071e-11,7.70224e-11
4528,9.058e-07,107.064,68921,8e+08,-1.34217e-18,-1.34217e-18,-1.34111e-18,4.72719e-13,9261,1e+08,2.01153e-17,2.01153e-17,2.01153e-17,1.34942e-11,6.30556e-11,7.70225e-11
4529,9.06e-07,107.092,68921,8e+08,-1.34569e-18,-1.34569e-18,-1.34471e-18,4.72928e-13,9261,1e+08,2.01435e-17,2.01435e-17,2.01435e-17,1.35095e-11,6.30402e-11,7.70226e-11
4530,9.062e-07,107.118,68921,8e+08,-1.40617e-18,-1.40617e-18,-1.4061e-18,4.73136e-13,9261,1e+08,2.01726e-17,2.01726e-17,2.01726e-17,1.35248e-11,6.30248e-11,7.70227e-11
4531,9.064e-07,107.145,68921,8e+08,-1.37203e-18,-1.37203e-18,-1.37229e-18,4.73345e-13,9261,1e+08,2.02017e-17,2.02017e-17,2.02017e-17,1.35401e-11,6.30094e-11,7.70228e-11
4532,9.066e-07,107.171,68921,8e+08,-1.34282e-18,-1.34282e-18,-1.34462e-18,4.73554e-13,9261,1e+08,2.02308e-17,2.02308e-17,2.02308e-17,1.35555e-11,6.29939e-11,7.70229e-11
4533,9.068e-07,107.197,68921,8e+08,-1.33687e-18,-1.33687e-18,-1.33862e-18,4.73763e-13,9261,1e+08,2.02598e-17,2.02598e-17,2.02598e-17,1.35708e-11,6.29785e-11,7.7023e-11
4534,9.07e-07,107.223,68921,8e+08,-1.32839e-18,-1.32839e-18,-1.33079e-18,4.73971e-13,9261,1e+08,2.02887e-17,2.02887e-17,2.02887e-17,1.35861e-11,6.2963e-11,7.70231e-11
4535,9.072e-07,107.249,68921,8e+08,-1.33466e-18,-1.33466e-18,-1.3366e-18,4.7418e-13,9261,1e+08,2.03176e-17,2.03176e-17,2.03176e-17,1.36015e-11,6.29475e-11,7.70231e-11
4536,9.074e-07,107.275,68921,8e+08,-1.30991e-18,-1.30991e-18,-1.31173e-18,4.74389e-13,9261,1e+08,2.03526e-17,2.03526e-17,2.03526e-17,1.36168e-11,6.2932e-11,7.70232e-11
4537,9.076e-07,107.301,68921,8e+08,-1.32566e-18,-1.32566e-18,-1.32701e-18,4.74598e-13,9261,1e+08,2.03814e-17,2.03814e-17,2.03814e-17,1.36321e-11,6.29165e-11,7.70232e-11
4538,9.078e-07,107.327,68921,8e+08,-1.34003e-18,-1.34003e-18,-1.34148e-18,4.74807e-13,9261,1e+08,2.04101e-17,2.04101e-17,2.04101e-17,1.36475e-11,6.2901e-11,7.70233e-11
4539,9.08e-07,107.352,68921,8e+08,-1.33639e-18,-1.33639e-18,-1.33806e-18,4.75016e-13,9261,1e+08,2.04388e-17,2.04388e-17,2.04388e-17,1.36628e-11,6.28855e-11,7.70233e-11
4540,9.082e-07,107.378,68921,8e+08,-1.32851e-18,-1.32851e-18,-1.33078e-18,4.75224e-13,9261,1e+08,2.04675e-17,2.04675e-17,2.04675e-17,1.36782e-11,6.287e-11,7.70233e-11
4541,9.084e-07,107.403,68921,8e+08,-1.34064e-18,-1.34064e-18,-1.34272e-18,4.75433e-13,9261,1e+08,2.0496e-17,2.0496e-17,2.0496e-17,1.36935e-11,6.28544e-11,7.70233e-11
4542,9.086e-07,107.429,68921,8e+08,-1.34204e-18,-1.34204e-18,-1.34401e-18,4.75642e-13,9261,1e+08,2.05246e-17,2.05246e-17,2.05246e-17,1.37088e-11,6.28389e-11,7.70233e-11
4543,9.088e-07,107.456,68921,8e+08,-1.35757e-18,-1.35757e-18,-1.36008e-18,4.75851e-13,9261,1e+08,2.0553e-17,2.0553e-17,2.0553e-17,1.37242e-11,6.28233e-11,7.70234e-11
4544,9.09e-07,107.482,68921,8e+08,-1.37337e-18,-1.37337e-18,-1.37384e-18,4.7606e-13,9261,1e+08,2.05814e-17,2.05814e-17,2.05814e-17,1.37395e-11,6.28078e-11,7.70234e-11
4545,9.092e-07,107.507,68921,8e+08,-1.36149e-18,-1.36149e-18,-1.36046e-18,4.76269e-13,9261,1e+08,2.06098e-17,2.06098e-17,2.06098e-17,1.37549e-11,6.27923e-11,7.70234e-11
4546,9.094e-07,107.533,68921,8e+08,-1.35074e-18,-1.35074e-18,-1.34994e-18,4.76478e-13,9261,1e+08,2.06381e-17,2.06381e-17,2.06381e-17,1.37702e-11,6.27768e-11,7.70234e-11
4547,9.096e-07,107.559,68921,8e+08,-1.36971e-18,-1.36971e-18,-1.36774e-18,4.76687e-13,9261,1e+08,2.06663e-17,2.06663e-17,2.06663e-17,1.37855e-11,6.27613e-11,7.70235e-11
4548,9.098e-07,107.585,68921,8e+08,-1.35867e-18,-1.35867e-18,-1.35765e-18,4.76896e-13,9261,1e+08,2.06945e-17,2.06945e-17,2.06945e-17,1.38009e-11,6.27457e-11,7.70235e-11
4549,9.1e-07,107.611,68921,8e+08,-1.34483e-18,-1.34483e-18,-1.34266e-18,4.77105e-13,9261,1e+08,2.07227e-17,2.07227e-17,2.07227e-17,1.38162e-11,6.27302e-11,7.70235e-11
4550,9.102e-07,107.637,68921,8e+08,-1.34137e-18,-1.34137e-18,-1.33922e-18,4.77315e-13,9261,1e+08,2.07508e-17,2.07508e-17,2.07508e-17,1.38315e-11,6.27147e-11,7.70235e-11
4551,9.104e-07,107.664,68921,8e+08,-1.33331e-18,-1.33331e-18,-1.32967e-18,4.77524e-13,9261,1e+08,2.07917e-17,2.07917e-17,2.07917e-17,1.38468e-11,6.26991e-11,7.70235e-11
4552,9.106e-07,107.691,68921,8e+08,-1.30343e-18,-1.30343e-18,-1.30015e-18,4.77733e-13,9261,1e+08,2.08196e-17,2.08196e-17,2.08196e-17,1.38622e-11,6.26836e-11,7.70235e-11
4553,9.108e-07,107.717,68921,8e+08,-1.29395e-18,-1.29395e-18,-1.29024e-18,4.77942e-13,9261,1e+08,2.08544e-17,2.08544e-17,2.08544e-17,1.38775e-11,6.2668e-11,7.70234e-11
4554,9.11e-07,107.742,68921,8e+08,-1.31855e-18,-1.31855e-18,-1.31644e-18,4.78151e-13,9261,1e+08,2.08823e-17,2.08823e-17,2.08823e-17,1.38928e-11,6.26524e-11,7.70234e-11
4555,9.112e-07,107.768,68921,8e+08,-1.32522e-18,-1.32522e-18,-1.32347e-18,4.78361e-13,9261,1e+08,2.09101e-17,2.09101e-17,2.09101e-17,1.39081e-11,6.26368e-11,7.70233e-11
4556,9.114e-07,107.794,68921,8e+08,-1.31399e-18,-1.31399e-18,-1.31296e-18,4.7857e-13,9261,1e+08,2.09378e-17,2.09378e-17,2.09378e-17,1.39234e-11,6.26213e-11,7.70233e-11
4557,9.116e-07,107.82,68921,8e+08,-1.32203e-18,-1.32203e-18,-1.32072e-18,4.78779e-13,9261,1e+08,2.09655e-17,2.09655e-17,2.09655e-17,1.39388e-11,6.26057e-11,7.70233e-11
4558,9.118e-07,107.846,68921,8e+08,-1.32501e-18,-1.32501e-18,-1.32505e-18,4.78988e-13,9261,1e+08,2.09999e-17,2.09999e-17,2.09999e-17,1.39541e-11,6.25902e-11,7.70233e-11
4559,9.12e-07,107.872,68921,8e+08,-1.31703e-18,-1.31703e-18,-1.31745e-18,4.79198e-13,9261,1e+08,2.10198e-17,2.10198e-17,2.10198e-17,1.39694e-11,6.25747e-11,7.70232e-11
4560,9.122e-07,107.898,68921,8e+08,-1.32378e-18,-1.32378e-18,-1.32443e-18,4.79407e-13,9261,1e+08,2.10474e-17,2.10474e-17,2.10474e-17,1.39848e-11,6.2559e-11,7.70232e-11
4561,9.124e-07,107.924,68921,8e+08,-1.3102e-18,-1.3102e-18,-1.31113e-18,4.79616e-13,9261,1e+08,2.10748e-17,2.10748e-17,2.10748e-17,1.40001e-11,6.25434e-11,7.70232e-11
4562,9.126e-07,107.951,68921,8e+08,-1.30195e-18,-1.30195e-18,-1.30347e-18,4.79826e-13,9261,1e+08,2.11023e-17,2.11023e-17,2.11023e-17,1.40155e-11,6.25278e-11,7.70231e-11
4563,9.128e-07,107.979,68921,8e+08,-1.30634e-18,-1.30634e-18,-1.30728e-18,4.80035e-13,9261,1e+08,2.11296e-17,2.11296e-17,2.11296e-17,1.40308e-11,6.25122e-11,7.70231e-11
4564,9.13e-07,108.007,68921,8e+08,-1.28672e-18,-1.28672e-18,-1.28842e-18,4.80245e-13,9261,1e+08,2.11569e-17,2.11569e-17,2.11569e-17,1.40462e-11,6.24966e-11,7.7023e-11
4565,9.132e-07,108.033,68921,8e+08,-1.28236e-18,-1.28236e-18,-1.28469e-18,4.80454e-13,9261,1e+08,2.11842e-17,2.11842e-17,2.11842e-17,1.40616e-11,6.24809e-11,7.70229e-11
4566,9.134e-07,108.059,68921,8e+08,-1.28147e-18,-1.28147e-18,-1.28341e-18,4.80664e-13,9261,1e+08,2.12114e-17,2.12114e-17,2.12114e-17,1.40769e-11,6.24653e-11,7.70229e-11
4567,9.136e-07,108.085,68921,8e+08,-1.26502e-18,-1.26502e-18,-1.26587e-18,4.80873e-13,9261,1e+08,2.12385e-17,2.12385e-17,2.12385e-17,1.40923e-11,6.24497e-11,7.70228e-11
4568,9.138e-07,108.113,68921,8e+08,-1.29754e-18,-1.29754e-18,-1.29873e-18,4.81083e-13,9261,1e+08,2.12656e-17,2.12656e-17,2.12656e-17,1.41076e-11,6.24341e-11,7.70228e-11
4569,9.14e-07,108.139,68921,8e+08,-1.30126e-18,-1.30126e-18,-1.30242e-18,4.81292e-13,9261,1e+08,2.12926e-17,2.12926e-17,2.12926e-17,1.4123e-11,6.24185e-11,7.70227e-11
4570,9.142e-07,108.165,68921,8e+08,-1.3081e-18,-1.3081e-18,-1.30934e-18,4.81502e-13,9261,1e+08,2.13196e-17,2.13196e-17,2.13196e-17,1.41383e-11,6.24029e-11,7.70227e-11
4571,9.144e-07,108.191,68921,8e+08,-1.31455e-18,-1.31455e-18,-1.31519e-18,4.81711e-13,9261,1e+08,2.13465e-17,2.13465e-17,2.13465e-17,1.41536e-11,6.23873e-11,7.70226e-11
